1100.0 ,0.004972,,,,
1099.8 ,0.000607,,,,
1099.6 ,0.007281,,,,
1099.4 ,0.004087,,,,
1099.2 ,0.005913,,,,
1099.0 ,0.004143,,,,
1098.8 ,0.007215,,,,
1098.6 ,0.005142,,,,
1098.4 ,0.005064,,,,
1098.2 ,0.007262,,,,
1098.0 ,0.007491,,,,
1097.8 ,0.004221,,,,
1097.6 ,0.007459,,,,
1097.4 ,0.00566,,,,
1097.2 ,0.008185,,,,
1097.0 ,0.007068,,,,
1096.8 ,0.007484,,,,
1096.6 ,0.004298,,,,
1096.4 ,0.007475,,,,
1096.2 ,0.011009,,,,
1096.0 ,0.006436,,,,
1095.8 ,0.003567,,,,
1095.6 ,0.007774,,,,
1095.4 ,0.004506,,,,
1095.2 ,0.006243,,,,
1095.0 ,0.005431,,,,
1094.8 ,0.00939,,,,
1094.6 ,0.009523,,,,
1094.4 ,0.006597,,,,
1094.2 ,0.006483,,,,
1094.0 ,0.00833,,,,
1093.8 ,0.009377,,,,
1093.6 ,0.010925,,,,
1093.4 ,0.008222,,,,
1093.2 ,0.006258,,,,
1093.0 ,0.00688,,,,
1092.8 ,0.0094,,,,
1092.6 ,0.01045,,,,
1092.4 ,0.009835,,,,
1092.2 ,0.008747,,,,
1092.0 ,0.010426,,,,
1091.8 ,0.007298,,,,
1091.6 ,0.012589,,,,
1091.4 ,0.007936,,,,
1091.2 ,0.006302,,,,
1091.0 ,0.010345,,,,
1090.8 ,0.004879,,,,
1090.6 ,0.008219,,,,
1090.4 ,0.00894,,,,
1090.2 ,0.011093,,,,
1090.0 ,0.009102,,,,
1089.8 ,0.008604,,,,
1089.6 ,0.012022,,,,
1089.4 ,0.009724,,,,
1089.2 ,0.009946,,,,
1089.0 ,0.009702,,,,
1088.8 ,0.010311,,,,
1088.6 ,0.010334,,,,
1088.4 ,0.004447,,,,
1088.2 ,0.008442,,,,
1088.0 ,0.008689,,,,
1087.8 ,0.012354,,,,
1087.6 ,0.007595,,,,
1087.4 ,0.007661,,,,
1087.2 ,0.007287,,,,
1087.0 ,0.007742,,,,
1086.8 ,0.007624,,,,
1086.6 ,0.007634,,,,
1086.4 ,0.007401,,,,
1086.2 ,0.010706,,,,
1086.0 ,0.006853,,,,
1085.8 ,0.007519,,,,
1085.6 ,0.008532,,,,
1085.4 ,0.007005,,,,
1085.2 ,0.009108,,,,
1085.0 ,0.006733,,,,
1084.8 ,0.007476,,,,
1084.6 ,0.007772,,,,
1084.4 ,0.009092,,,,
1084.2 ,0.007904,,,,
1084.0 ,0.007353,,,,
1083.8 ,0.007963,,,,
1083.6 ,0.004865,,,,
1083.4 ,0.005827,,,,
1083.2 ,0.007514,,,,
1083.0 ,0.004315,,,,
1082.8 ,0.007125,,,,
1082.6 ,0.008447,,,,
1082.4 ,0.0056,,,,
1082.2 ,0.007949,,,,
1082.0 ,0.008361,,,,
1081.8 ,0.005092,,,,
1081.6 ,0.004896,,,,
1081.4 ,0.007817,,,,
1081.2 ,0.00714,,,,
1081.0 ,0.009111,,,,
1080.8 ,0.002308,,,,
1080.6 ,0.00598,,,,
1080.4 ,0.007611,,,,
1080.2 ,0.006176,,,,
1080.0 ,0.007627,,,,
1079.8 ,0.004936,,,,
1079.6 ,0.006579,,,,
1079.4 ,0.006074,,,,
1079.2 ,0.00645,,,,
1079.0 ,0.002802,,,,
1078.8 ,0.005875,,,,
1078.6 ,0.005835,,,,
1078.4 ,0.005722,,,,
1078.2 ,0.007379,,,,
1078.0 ,0.006673,,,,
1077.8 ,0.007443,,,,
1077.6 ,0.003525,,,,
1077.4 ,0.003996,,,,
