#,T% in a parallel beam at AOI 5 deg,,,,
# Wavelength[nm],Location 1,Location 2,Location 3,Location 4,Location 5
833.8 ,0.060068,0.090704,0.18071,0.062524,0.044317
833.6 ,0.167318,0.002551,0.051452,0.122825,0.054012
833.4 ,0.061281,0.104539,0.315891,0.104558,0.033427
833.2 ,0.032742,0.121026,0.063034,0.198026,0.306058
833.0 ,0.157851,0.230744,0.218643,0.012557,0.211232
832.8 ,0.360914,0.107133,0.378577,0.188735,1.68E-01
832.6 ,0.341323,0.029338,0.253963,0.107337,0.107937
832.4 ,0.291305,0.308709,0.260001,0.038995,0.070942
832.2 ,0.151303,0.096543,0.105942,0.096566,0.292258
832.0 ,0.028698,0.019143,0.076513,0.193651,0.165371
831.8 ,0.063988,0.056635,0.092591,0.056794,0.113579
831.6 ,0.072959,0,0.04691,0.128493,0.31951
831.4 ,0.071945,0.170073,0.044429,0.137465,0.196079
831.2 ,0.205815,0.303922,0.011596,0.229683,0.062842
831.0 ,0.23113,0.147738,0.187289,0.25144,0.085806
830.8 ,0.326025,0.107494,0.13055,0.34618,0.162692
830.6 ,0.01578,0.126396,0.27085,0.054159,0.072224
830.4 ,0.056529,0.053741,0.170524,0.105626,0.242999
830.2 ,0.230927,0.108503,0.020009,0.09765,5.35E-02
830.0 ,0.0373,0.131888,0.167269,0.195226,0.143194
829.8 ,0.069847,0.045776,0.115469,0.220661,0.125051
829.6 ,0.07589,0.067121,0.313797,0.086961,0.060948
829.4 ,0.15584,0.153158,0.156184,0.123115,0.097757
829.2 ,0.224097,0.042587,0.254142,0.298361,0.143268
829.0 ,0.231448,0.272742,0.160901,0.203202,0.222723
828.8 ,0.228274,0.217597,0.10687,0.050382,0.201281
828.6 ,0.106793,0.035609,0.077636,0.075165,0.309187
828.4 ,0.225944,0.10896,0.219601,0.160669,0.098155
828.2 ,0.05151,0.024755,0.166881,0.041145,0.0433
828.0 ,0.039027,0.047189,0.105177,0.088235,0.092353
827.8 ,0.039043,0.014296,0.014313,0.063486,0.17192
827.6 ,0.026489,0.073,0.042567,0.099891,0.162228
827.4 ,0.066438,0.042323,0.086817,0.022095,0.032326
827.2 ,0.161036,0.033953,0.047809,0.053735,0.071869
827.0 ,0.039871,0.189303,0.190736,0.232825,0.128023
826.8 ,0.125996,0.230077,0.275094,0.197254,0.187975
826.6 ,0.241127,0.015616,0.100054,0.289353,0.243835
826.4 ,0.16103,0.087536,0.025308,0.140048,0.185407
826.2 ,0.13005,0.133761,0.24604,0.036604,0.12464
826.0 ,0.032794,0.05952,0.021205,0.007718,0.164107
825.8 ,0.107092,0.086675,0.00764,0.063276,1.38E-01
825.6 ,0.137822,0.04575,0.07452,0.017194,0.207235
825.4 ,0.060513,0.198005,0.007554,0.060785,0.015217
825.2 ,0.02072,0.062188,0.128182,0.210516,0.133806
825.0 ,0.060261,0.020611,0.009378,0.270553,7.53E-03
824.8 ,0.165696,0.156797,0.050453,0.169992,2.05E-02
824.6 ,0.053961,0.230104,0.141089,0.13971,0.215395
824.4 ,0.031564,0.146911,0.009261,0.197845,2.58E-01
824.2 ,0.057297,0.220725,0.175702,0.184227,0.171446
824.0 ,0.02367,0.210682,0.167014,0.152526,0.051024
823.8 ,0.005465,0.138822,0.17407,0.038398,5.15E-02
823.6 ,0.041903,0.092852,0.123639,0.001816,0.052973
823.4 ,0.050658,0.057994,0.0938,0.084644,0.036243
823.2 ,0.030737,0.005407,0.101481,0.109862,5.98E-02
823.0 ,0.019701,0.057414,0.057547,0.143574,0.066663
822.8 ,0.17808,0.064441,0.026677,0.107069,0
822.6 ,0.108537,0.051779,0.044562,0.228477,0.014216
822.4 ,0.007094,0.042552,0.049648,0.075899,0.143366
822.2 ,0.194994,0.057901,0.082825,0.061516,0.033482
822.0 ,0.141523,0.102844,0.020915,0.040413,0.200639
821.8 ,0.126152,0.211285,0.085909,0.083951,0.0158
821.6 ,0.14068,0.158078,0.178855,0.236529,0.043483
821.4 ,0.248256,0.108603,0.062195,0.174481,0.214283
821.2 ,0.147042,0.220447,0.018951,0.179952,0.138647
821.0 ,0.111452,0.157642,0.056591,0.068512,0.144142
820.8 ,0.088937,0.122748,0.075115,0.087374,0.034194
820.6 ,0.213117,0.171746,0.046178,0.083998,0.048303
820.4 ,0.089912,0.032405,0.218237,0.144103,0.109298
820.2 ,0.081563,0.202915,0.096805,0.018612,0.028856
820.0 ,0.040857,0.061415,0.076872,0.041042,0.088648
819.8 ,0.114859,0.045481,0.035489,0.161642,0.074393
819.6 ,0.087069,0.046678,0,0.172553,0.033403
819.4 ,0.026804,0.045415,0.068701,0.072197,0.041911
819.2 ,0.020063,0.046776,0.013342,0.088567,2.01E-02
819.0 ,0.045045,0.118522,0.075523,0.066973,0.153715
818.8 ,0.031419,0.018304,0.038261,0.124372,0.051438
818.6 ,0.117313,0.204971,0.243181,0.032955,0.068086
818.4 ,0.028135,0.052753,0.013199,0.059431,2.64E-02
818.2 ,0.037603,0.054028,0.18988,0.059039,0.070479
818.0 ,0.045682,0.06512,0.117399,0.096317,0.008208
817.8 ,0.106607,0.031117,0.162416,0.105009,0.032823
817.6 ,0.151415,0.014653,0.248018,0.12886,0.209876
817.4 ,0.176818,0.267717,0.227656,0.006528,0.109874
817.2 ,0.006564,0.078389,0.045816,0.084964,0.02786
817.0 ,0.142258,0.234082,0.092146,0.0258,0.148591
816.8 ,0.155732,0.090817,0.013004,0.16208,0.112003
816.6 ,0.178856,0.011333,0.051789,0.090529,0.059727
816.4 ,0.077277,9.50E-02,0.01776,0.12381,0.081957
816.2 ,1.86E-01,0.123415,0.020905,0.168136,0.040209
816.0 ,0.059415,0.012819,0.020829,0.01287,0
815.8 ,0.063603,0.081297,1.12E-02,0.062161,0.07684
815.6 ,0.044584,0.112869,0.042901,0.132022,0.04454
815.4 ,0.082566,0,0.063499,0.036589,4.28E-02
815.2 ,0.030138,0.108,0.001593,0.055807,0
815.0 ,0.044333,0.03165,0.023717,0.061883,0.023818
814.8 ,0.170162,0.01888,0.056846,0.004743,0.048892
814.6 ,0.157687,0.017309,0.055076,0.011041,0.017344
814.4 ,0.119131,0.029982,0,0.086094,0.095747
814.2 ,1.26E-02,3.30E-02,0.056236,0.017266,2.67E-02
814.0 ,0.13628,1.10E-02,0.139581,0.006293,0.123729
813.8 ,0.160209,8.11E-02,1.87E-01,0.149429,0.120113
813.6 ,0.1571,0.105803,0.088949,0.037482,0.082985
813.4 ,2.97E-02,0.137247,3.60E-02,0.073414,0.035971
813.2 ,1.32E-01,1.06E-01,0.231094,0.0624,8.10E-02
813.0 ,7.26E-02,1.86E-02,0.06195,0.037027,9.13E-02
812.8 ,0.024653,0.060042,0.20351,0.184855,0.211206
812.6 ,0.158569,1.77E-01,0.214657,0.172954,0.179104
812.4 ,0.043061,0.084605,0.108677,0.237457,0.062902
812.2 ,0.135709,0.20957,0.148188,0.25773,1.53E-01
812.0 ,2.52E-01,1.65E-01,4.59E-03,0.044459,0.104261
811.8 ,0.007626,8.98E-02,0.086905,0.04733,0
811.6 ,0.085589,8.55E-02,0.120705,0.099468,1.84E-01
811.4 ,6.10E-03,0.060945,0.042604,0.05003,0.004573
811.2 ,0.090937,0.01823,0.146432,0.012206,0.044164
811.0 ,1.83E-02,1.22E-02,1.93E-01,0.050252,4.42E-02
810.8 ,0.060858,0.065776,0.06094,0.06864,0.006122
810.6 ,0.0302,0.092444,0.004546,0.018222,0.066876
810.4 ,4.82E-02,0.012128,0.127186,0,0.101556
810.2 ,0.013611,0.096563,0.028634,0.198794,2.42E-02
810.0 ,0.114465,0.004526,0.019554,0.036308,0.068067
809.8 ,0.055446,0.010506,0.094769,0.007531,0.156542
809.6 ,0.012035,0.024072,0.144068,0.004511,0.09185
809.4 ,0.013545,0.043528,0.036054,0.097758,0.060247
809.2 ,0,0,0.012044,0.018003,0.030097
809.0 ,0.028473,0.054051,0.112411,0.029967,0.234188
808.8 ,0.077602,0.022436,0.035854,0.046401,0.119748
808.6 ,0.048027,0.067343,0.077927,0.073401,0.066206
808.4 ,0.135839,0.017916,0.10852,0.001497,0.095469
808.2 ,0.016411,0.108879,0.005949,0.10723,0.022351
808.0 ,0.011868,0.011875,0.025283,0.111409,0.160875
807.8 ,0.066708,0.108072,0.0476,0.051978,0.011866
807.6 ,0.013297,0.017816,0.100635,0.124332,2.97E-02
807.4 ,0.025246,0.05499,0.170656,0.019276,0.043048
807.2 ,0.143048,0.140361,0.058998,0.204916,0.119596
807.0 ,0.041415,0.11083,0.19482,0.131455,0.09932
806.8 ,0.05311,0.0781,0.07654,0.117455,0.048655
806.6 ,0.122396,0.069085,0.21744,0.129788,0.030874
806.4 ,0.198823,0.123654,0.092649,0.02497,0.196251
806.2 ,0.035162,0.134184,0.112464,0.200702,0.200738
806.0 ,0.00146,0.167577,0.159007,0.091859,0.021946
805.8 ,0.06431,0.128838,0.239683,0.093476,0.151634
805.6 ,0.186608,0.093299,0.176403,0.182387,0.170922
805.4 ,0.194135,0.117145,0.192187,0.068953,0.146862
805.2 ,0.050768,0.065334,0.152668,0.202907,0.203767
805.0 ,0.085794,0.126305,0.152596,0.103209,1.57E-01
804.8 ,0.023331,0.058384,0,0.027626,0.16245
804.6 ,0.093186,0.232471,0.196047,0.040769,0.029227
804.4 ,0.091436,0.021747,0.102802,0.013033,0.052317
804.2 ,0.057832,0.203108,0.133374,0.024597,0.1566
804.0 ,0.042102,0.004346,0.075364,0.120216,1.78E-01
803.8 ,0.120895,0.050439,0.027424,0.114162,0.171663
803.6 ,0.081786,0.10362,0.078963,0.057549,0.143826
803.4 ,0.034486,0.091904,0.01728,0.162784,0.018779
803.2 ,0.082015,0.137816,0.067494,0.038691,0.035852
803.0 ,0.091714,0.001439,0.010071,0.076232,0.021609
802.8 ,0.173339,0.096062,0.017224,0.010023,2.73E-02
802.6 ,0.086115,0.011504,0.063087,0.118573,0.022922
802.4 ,0.034264,0.007141,0,0.156077,0.068682
802.2 ,0.038462,0.104373,0.009981,0.078532,0.154076
802.0 ,0.011446,0.017146,0,0.107046,0.007174
801.8 ,0.022836,0.040055,0.021425,0.017131,1.32E-01
801.6 ,0.058509,0.022857,0.055579,0.0471,9.12E-02
801.4 ,0.114011,0.075552,0,0.024196,1.88E-01
801.2 ,0.039932,0,0.01562,0.095499,0.114149
801.0 ,0.05142,0.029955,0.017106,0.009967,1.75E-01
800.8 ,0.120239,0.033989,0.028338,0.033937,0.034143
800.6 ,0.02966,0.022678,0.079308,0.005653,4.95E-02
800.4 ,0.094418,0.009863,0.062007,0.016935,1.83E-02
800.2 ,0.056472,0.057972,0.00563,0.124368,0.04516
800.0 ,0.007063,0.049395,0.055146,0.083344,0.112898
