BJD TDB,Target Relative Flux,Error
2459924.992917,6.714936167325991,2.446532616091292
2459924.993693,3.1714062862713277,3.828745422580941
2459924.994468,5.237803754264636,2.978002022944888
2459924.995244,4.280910140787908,3.789596146784022
2459924.996019,3.6767938954427315,3.0873886585162973
2459924.996795,6.345808283899856,3.177772190684621
2459924.99757,4.988334645055215,2.6037189462907127
2459924.998346,2.763020104451064,3.511114506698214
2459924.999121,4.635808316847401,2.4860942927056873
2459924.999897,6.7040776272841995,4.732939057221044
2459925.000672,2.382366526586077,2.7051623823606694
2459925.001448,5.276367690030703,4.9842915764401745
2459925.002223,3.5590635178659458,3.8156760109407717
2459925.002999,2.535459299931375,4.439530649664399
2459925.003774,0.9124970198584048,2.3988682720339507
2459925.00455,1.7900725746358148,1.7313900224799201
2459925.005325,1.1731437339528306,2.681357741666804
2459925.006101,3.590028108125365,3.552281825179588
2459925.006877,1.6875823370485765,1.7859315094488826
2459925.007652,1.749525224411963,2.4089343410683526
2459925.008428,1.8927096093734885,2.0405888676878186
2459925.009203,0.42823170646455466,1.803167457223366
2459925.010754,-0.962326063254193,3.825167675660861
2459925.01153,0.2214512507272559,4.104998941929721
2459925.012305,1.3547305283063693,3.1639954604177074
2459925.013081,-1.3831954136256375,3.957332799292684
2459925.013856,-1.3874313057590237,4.063819200306167
2459925.014632,-2.706940089314269,3.340929852445533
2459925.015407,-1.0393081213265765,3.3987951429569665
2459925.016183,0.0335997062246296,2.5071091987822847
2459925.01697,-1.8224860367334061,3.66071930437824
2459925.017746,-1.9985538969079508,3.057808293354233
2459925.018521,-0.179867338377937,4.930613078043793
2459925.019297,-4.739894938817102,3.151988742003917
2459925.020072,-3.662803848524354,2.0466065118930628
2459925.020847,-2.5078444583368498,2.9412682954324114
2459925.021623,-2.9423908788916986,2.7550068735187354
2459925.022399,-3.2475904737417904,0.6298411858323216
2459925.023174,-2.4098824761658033,2.2530483727081987
2459925.02395,-2.9097108859218457,4.640052040297984
2459925.024725,-4.175346658828349,2.9591977098699704
2459925.025501,-3.7516804565025375,2.1930578050262968
2459925.026276,-4.607782792836579,4.157679104006117
2459925.027052,-2.6820607637380034,2.177211469218616
2459925.027827,-1.7949815022630933,3.2586019304844758
2459925.028603,-5.121127812317328,2.9590830911684196
2459925.029378,-3.0540771061938754,3.81622540002449
2459925.030154,-2.9651627460663965,3.0519876670860757
2459925.030929,-2.6176645029918344,2.594098479431396
2459925.031705,-5.398831958770445,2.657162956389064
2459925.033256,-4.927359561460953,2.390209110359202
2459925.034031,-3.2542103800258237,2.0341960648217645
2459925.034807,-2.855377732379427,2.9290336285538094
2459925.035582,-6.493511493453563,2.425303555255753
2459925.036358,-4.245451834016478,3.1243334709306674
2459925.037134,-5.970287210676495,3.560742856905973
2459925.037921,-6.8786519530814605,2.7004993693491217
2459925.038696,-4.812754169557176,3.3947937231146597
2459925.039472,-6.577861896478687,2.2214569138577294
2459925.040247,-7.866216453334185,3.63818901216528
2459925.041023,-6.571410174048942,3.5037410434711345
2459925.041798,-5.676453637405987,5.4982373280267804
2459925.042574,-6.325503589864168,2.931737220026965
2459925.043349,-5.589860786967771,3.4453882590984706
2459925.044125,-6.597391692576449,4.1821853468921715
2459925.044901,-7.289603829670366,1.872893521805428
2459925.045676,-6.602896536785807,4.604290892844519
2459925.046451,-5.693677729013857,3.3946932330413477
2459925.047227,-5.361819402707191,2.310503794762496
2459925.048002,-6.141829643062979,3.750342478357934
2459925.048778,-6.408156327276759,4.269088192338939
2459925.049554,-5.814222057487606,3.5714984282389026
2459925.050329,-8.301287957082959,4.799936845883352
2459925.051105,-9.133986894862112,5.441727109242742
2459925.05188,-7.075745727025073,4.016394668793001
2459933.930165,0.2697203181143415,3.209349805656239
2459933.932491,-0.07467472384514728,4.013373434532619
2459933.933267,-1.7720135231729106,2.8004694370391032
2459933.934042,-2.0684238158578117,3.1880120868690742
2459933.935593,3.100788944939037,2.404142126601977
2459933.936369,1.7772395762563065,2.7162277090895444
2459933.937145,1.0061435453396772,4.190334131789431
2459933.93792,-0.801163549780548,7.30564674633764
2459933.938696,3.0109934570359265,5.835939260223324
2459933.939471,3.2501362491248464,2.5529716598646717
2459933.940247,0.605071514184985,5.065808245808347
2459933.941022,-0.3271729677243318,3.0889791918636424
2459933.942573,5.073591551241874,5.632939066264446
2459933.943349,0.6122509010750843,2.6755280903268783
2459933.944923,0.8342265110861113,3.6551834318243936
2459933.945698,1.5872615760406106,3.106929380526956
2459933.946486,1.4616976688146543,3.417068031365562
2459933.947261,4.131566097242301,4.356454642747632
2459933.948037,-0.598453361682294,3.4418779382682874
2459933.948812,4.985625136070482,3.4350537165762858
2459933.949588,5.016997670022061,2.916543347297605
2459933.962783,10.559528875692559,4.718920176851158
2459933.963559,10.080111571465489,1.9585791203158929
2459933.96511,9.765403181345667,3.3450368145712313
2459933.965885,6.1258118565417075,2.9005819569859677
2459933.966673,11.504402497412691,2.054337266536015
2459933.967448,8.348453721791937,2.902985802087802
2459933.968224,9.695406289523811,3.326746859306239
2459933.968999,7.74830914019109,4.957720515141674
2459933.969775,11.185235319440379,3.0770518809988916
2459933.97055,11.92015891737297,2.088873217675696
2459933.971326,11.784786650336443,2.0601760397053552
2459933.972101,14.276810116248262,2.5199813486502154
2459933.972877,11.667125633815001,3.416456608533459
2459933.973652,11.703870192442123,2.5170383951680977
2459933.974428,10.423617922156847,2.004985396648136
2459933.975203,12.277476972736734,1.178261278872629
2459933.975979,11.953201314937267,1.9618583228109017
2459933.976754,11.874615465085725,4.570644820409809
2459933.97753,8.364755733210716,2.5522997361233184
2459933.978305,12.452769934429675,2.655354496856561
2459933.979081,12.522157109621679,3.5526824096330443
2459933.979856,10.899845963263877,4.141561042974513
2459933.980632,11.274019575039596,2.9466065875656473
2459933.981408,10.996506302044073,2.400620613571211
2459933.982183,10.337847851076498,3.9603997672576297
2459933.982959,9.695240596543808,3.867228493175104
2459933.983746,9.939584087566233,3.3881918203837604
2459933.986072,11.781187652611269,2.9844191469428956
2459933.989174,7.529849087765772,3.339913838219107
2459935.920402,9.598458161408807,3.042698753487558
2459935.921177,10.176398489903704,3.5207575818379344
2459935.921953,9.650650147292827,3.352242181283446
2459935.922728,8.390152815341612,2.4559205118374727
2459935.923504,11.582735470482053,3.2555535233431114
2459935.92428,49.206031769765126,3.7863289237845716
2459935.925055,44.80777386207979,2.790329201046663
2459935.925831,34.13152151250465,3.1562843251989263
2459935.926606,29.178181261074077,3.0880516245876652
2459935.927382,31.710387410733176,3.1081083498574054
2459935.928157,25.530773830348295,2.833319331101694
2459935.928933,26.61535792352843,2.5977191971995186
2459935.929708,23.351591185521325,2.5875109415687154
2459935.930484,19.265415822569132,4.81758074631245
2459935.931259,17.224859543434114,2.026814394525741
2459935.93281,15.279326339996402,1.6745826817178862
2459935.933586,12.88233871372313,2.431058818784582
2459935.934361,10.347916833723492,2.531009321293836
2459935.935137,11.226574528150568,2.113520718135608
2459935.935912,10.901573677957854,3.3870957339033287
2459935.936688,10.197158201852075,2.596701583855997
2459935.937464,12.405446554276,1.9954932256865903
2459935.938239,11.590227861798086,2.483168257960087
2459935.9406,7.7726406463085596,3.2769249650207355
2459935.941376,10.41021543612386,3.899594574505415
2459935.942151,9.559040141704722,2.50761362187001
2459935.942927,8.344345331094072,1.7173992599752355
2459935.943703,10.515276358115333,2.137816370839505
2459935.944478,9.225586217680437,3.2801469211850507
2459935.945254,5.169786031801626,2.1403249163605427
2459935.946029,8.881495278300289,2.9656992684057335
2459935.946805,8.760815867035143,3.0941849780141037
2459935.94758,7.487281200714735,2.448508047499284
2459935.948356,7.483088623248646,1.8225082448055783
2459935.949131,7.919447577421135,2.558914951056666
2459935.949907,8.762413179351114,2.555244685239756
2459935.950682,10.600349678965726,2.6722688915955293
2459935.951458,7.918473666109316,2.194000137314585
2459935.952233,6.807891800606036,2.2068763245978875
2459935.953009,7.7731508016021245,2.7021882973898825
2459935.953784,9.343289826946322,3.455854548242639
2459935.955336,7.731019227347646,3.3658263946977
2459935.956111,7.718898376003924,1.9603497617341854
2459935.956886,9.976151322790283,3.78931912907751
2459935.957662,5.717437529722869,1.4025502376765797
2459935.958438,6.48792026834033,6.6010708969585234
2459935.959213,6.016349577535385,2.6100387329407986
2459935.959989,5.106584402206238,3.3280934776170703
2459935.960764,4.403626867707899,1.9055514344355755
2459935.961551,5.962970745146956,2.3919512504795337
2459935.962327,5.799104789655951,3.70541095902271
2459935.963102,9.354790834471771,2.576359451365373
2459935.963878,7.507950543362396,2.9772247809224957
2459935.964653,7.042946271372585,1.4538220152718084
2459935.966204,5.128383685295779,3.722831181191214
2459935.96698,7.0140357074433,2.2404616582510646
2459935.967755,4.7186131897167805,2.455497210014273
2459935.968531,4.520861525935338,2.060009783393883
2459935.969307,5.492133551503464,3.175866807836283
2459935.970082,4.572585677656171,3.7451126879249403
2459935.971633,4.579695969676445,2.5750347057224348
2459935.972409,5.312388544102653,2.866558479456318
2459935.973184,2.9101244857636654,1.812236416781582
2459935.97396,5.988652015895601,4.4996735815784
2459935.974735,4.191366202164204,3.1105867774282636
2459935.975511,5.79146273442932,4.035211821242709
2459935.976286,5.74576146376371,2.5688516986542447
2459935.977062,5.1595910046351445,1.6827035804075694
2459935.977837,4.0886521220464545,3.346488469355068
2459935.978613,5.558385583840142,1.9459355468376545
2459935.979388,6.634108764187241,1.9513481141814042
2459935.980164,5.193037862464944,3.6704174062417723
2459935.980939,3.516373874174361,3.56310909223695
2459935.981715,1.4098016139949543,3.2761107367358084
2459935.982491,3.819144350353909,2.407708131083515
2459935.983266,0.7421188438061499,2.745432174933988
2459935.984042,3.798442329411955,3.058494999956471
2459935.984817,1.3697330192707913,1.9256118943545986
2459935.985593,0.9926240197239977,3.516149196080889
2459935.986368,5.4309068374185365,2.8844393791894904
2459935.987144,5.603429168008933,2.5761248320365846
2459935.987919,4.7920756168564616,2.7367600309164546
2459935.988695,2.7505957207274445,3.034067152983902
2459935.98947,2.102493328674404,2.512924789107474
2459935.990246,1.5202424449041185,2.7730298966007583
2459935.991021,3.2065520507147394,3.063246658163302
2459935.991797,-0.5515559982671725,1.8929405890600433
2459935.992572,2.758177950792584,2.6858603744468863
2459935.993348,0.6477149324184417,3.447143764647819
2459935.994123,-0.8529847698781623,1.7622774820524263
2459935.994899,1.640895192203784,2.835907696220055
2459935.995675,0.34896583458077224,2.461530013902929
2459935.99645,0.020400948122389906,3.3149266833328364
2459935.997226,0.09264672794340179,3.728579949388336
2459935.998001,-1.2195832587020838,3.1770821193734218
2459935.998777,-0.8547261330134059,3.5610673903384527
2459935.999552,-0.4865885943960979,0.6280703486440665
2459936.000328,1.1756688673156823,3.064132299310092
2459936.001103,1.3498670890550457,1.6153411862383658
2459936.00189,-1.9590495391914597,2.737606366064618
2459936.002666,-0.5267898113634484,2.5537299418928625
2459936.003441,-2.2350159351699483,1.6288682120999878
2459936.004217,-4.288459062278371,2.607655241326981
2459936.004992,-3.5446082565212533,3.391096711048583
2459936.005768,-2.844023561435538,2.0056969694576794
2459936.006544,-1.2639699886206612,2.356001670338858
2459936.007319,-0.15894580586917062,2.268369636020923
2459936.008095,-4.507019294572756,2.7267652347180076
2459936.00887,-2.685603374835366,2.9006025333026364
2459936.009646,-1.557794245435673,1.0831282885282267
2459936.010421,-1.122246019362727,3.2515436807715945
2459936.011197,-3.1412975323612535,2.231410217525695
2459936.011972,-1.6572130002482366,3.0362274177882607
2459936.012748,-3.22969766194392,2.4039375341645792
2459936.013523,-7.357337048717216,2.621588110712866
2459936.014299,-4.3383788279171,4.04774866346988
2459936.015074,-5.2429439256250765,1.89246938726301
2459936.01585,-5.706029062417128,2.3139431799403862
2459936.016625,-6.830821066942661,5.068045688391724
2459936.017401,-6.64424037469824,2.55818866441077
2459936.018176,-5.032459543771961,1.8469980469150213
2459936.018952,-6.925455354251153,2.9590508135315887
2459936.019728,-7.9721279156906855,2.2533850267835747
2459936.020503,-7.409467871654418,1.5315504675111258
2459936.021278,-7.6860505174692895,3.4000997129570956
2459936.022054,-6.937925083503216,3.131695529933644
2459936.02283,-9.052453135383498,1.9420570863036528
2459936.023605,-5.855715537685269,3.0345269610967005
2459936.024381,-7.690539346712155,3.0959916189062318
2459936.025156,-7.772824259174138,2.599249664755341
2459936.025932,-6.320710872065205,1.2932564419054304
2459936.026707,-7.053965738367141,5.713197684221215
2459936.027483,-7.374618902222019,2.7609796779066587
2459936.028258,-7.551557016447608,2.1865326075445997
2459936.029034,-8.995003580640425,2.2464139527538696
2459936.029809,-6.490210040722699,1.9899489938588053
2459936.030585,-6.780202484441777,3.2440616901374666
2459936.03136,-6.65358389620907,2.349576961389739
2459936.032136,-8.336403616850397,2.907880932237434
2459936.032923,-9.225097676891615,1.8788671853293177
2459936.033699,-5.123829920892553,3.2897310776146447
2459936.034474,-5.7678791777491245,3.350690948261287
2459936.03525,-9.629991749442235,2.554611207573295
2459936.036025,-9.080886563841982,2.835319804607181
2459936.036801,-6.820580363915085,2.017291213063444
2459936.037576,-7.4989118605045535,1.2425993375244253
2459936.038352,-9.538882469976805,3.847927869992555
2459936.039127,-10.205981874865543,2.2151435479329433
2459936.039903,-8.23921162520369,1.568890629387385
2459936.040678,-9.045272377046887,2.015042658016832
2459936.041454,-9.345418344582468,1.9452477273941835
2459936.042229,-9.950965599416328,2.064379020552329
2459936.043005,-9.656073540408538,1.1442671227825003
2459936.04378,-7.146582754799513,2.727756916914536
2459936.044556,-9.913353300240457,3.2416013983761873
2459936.045331,-10.241255897615043,2.737412908050234
2459936.046107,-9.854311412117568,2.615508606098332
2459936.046883,-9.858723886973952,1.9240700050299488
2459936.04767,-12.032019173145114,2.306881610280233
2459936.048445,-10.233785067230826,2.0769795368263986
2459936.049221,-9.58831863484344,3.858297555128581
2459936.049996,-10.311939032588647,2.4825665250077007
2459936.050772,-8.914387718086058,1.52470498525019
2459936.051547,-8.763059807538664,3.0300989384956636
2459936.052323,-11.474906060873092,4.299308616306124
2459936.053098,-7.111805197231313,3.1241606558751016
2459936.053874,-8.856270609155947,6.6959910775306
2459936.054649,-13.30097033856681,3.3863138634015484
2459936.055437,-10.21057382488111,4.417388093595108
2459936.056224,-10.400423580779306,4.448306224301923
2459936.057011,-17.596174891873375,4.861778497493043
2459937.915084,3.6074264126699784,2.955598633512014
2459937.91586,0.6865136313285447,4.229624155286195
2459937.916635,2.9145523675919716,3.297860403309772
2459937.917411,-1.5494413184548028,3.8990678695087753
2459937.918186,-0.18505240232757902,6.859831010504434
2459937.918962,-0.6792144409429879,4.344373722011065
2459937.919737,-2.524591269474352,3.8721780638169867
2459937.920513,1.395784094440522,5.606789543827441
2459937.921288,1.48439704094816,3.4271685485387557
2459937.922064,-0.3929679836266464,4.6179696396991705
2459937.922851,-0.3777358064204206,2.7149138764835685
2459937.923627,-2.570973945036581,2.695582289520013
2459937.924402,0.2968307463082631,4.9306842824722095
2459937.925178,0.14271822954703417,4.388733750739851
2459937.925953,-0.17394903205358858,2.4673895203339753
2459937.926729,-1.2349665736499649,5.513865606095239
2459937.927504,-1.9733567300478372,4.417468912598839
2459937.92828,-0.6456316942757834,3.091200248512811
2459937.929055,-5.671816873887736,5.083671246360102
2459937.929831,-1.0444105750462285,2.734657253674877
2459937.930606,-2.7666535360981737,2.1132559066785217
2459937.931393,-2.983961903689769,3.8218168477168994
2459937.932169,-2.9106988133871248,2.852816412413282
2459937.932944,-3.6401445414779854,3.9168194986814324
2459937.935283,-3.8312627012193623,4.702448775898952
2459937.93607,-3.4972622830037325,4.989020981577641
2459937.936845,-2.426467552610556,3.8896085721558546
2459937.937621,0.5118067671299187,3.6484059634054873
2459937.938408,-3.3713503241210585,4.279945138259852
2459937.939183,-4.812062662304939,3.63082020011206
2459937.939959,-9.112444464325353,2.0124718394942005
2459937.940734,-3.7827891169914807,4.081286939532484
2459937.94151,-4.2485596187011865,3.9545077963612707
2459937.942286,-5.003885634161209,2.7840126330891564
2459937.943061,-6.933560700283836,2.90581352027755
2459937.943837,-6.148901643128979,4.02888966687608
2459937.944612,-6.1462737080763,3.0287200048114507
2459937.945388,-7.191010657849217,3.7407910329819365
2459937.946163,-4.699559734689829,3.5637702510645415
2459937.946939,-5.262509821784334,4.604096781404796
2459937.947714,-6.213056361248692,2.2304634049421894
2459937.94849,-6.946140197449879,3.6516429117537634
2459937.949265,-4.548838047102155,2.8912355758451973
2459937.950041,-8.94385147665744,3.2374249745498385
2459937.950816,-7.29249683440425,2.9549015201844147
2459937.951592,-5.071629175204206,2.088458962767699
2459937.952368,-3.657993591633768,1.9241094238229983
2459937.953143,-8.2786310250621,1.145149928649579
2459937.953919,-9.489160423999943,3.887344678322567
2459937.954694,-7.482864068918738,3.1294540314000594
2459937.95547,-8.71470374906691,2.348977868900416
2459937.956245,-8.474895971435359,4.428597010916895
2459937.95702,-7.879320839155546,2.559792923637293
2459937.957796,-4.821905641768653,3.876577760403374
2459937.958572,-9.814237635758726,4.445957973646941
2459937.959347,-7.0442897632417845,3.1194891728847067
2459937.960123,-6.206669672397358,2.2554173175562386
2459937.96091,-9.431985137097199,1.7347068130970906
2459937.961685,-6.513767056197772,1.118855622808632
2459937.962461,-8.33694299636456,2.3727513303482874
2459937.963237,-5.887727828268408,3.80504073501549
2459937.964787,-8.661790439156047,1.919329232435438
2459937.965563,-8.055030819451247,2.3627997063019586
2459937.966339,-8.22407730749064,3.59419975809046
2459937.967114,-9.241967058327694,2.417566702458008
2459937.967889,-6.843906522003951,3.5355088626682507
2459937.968665,-9.768987389190297,3.634225838350884
2459937.969441,-9.855026341079709,1.7457853565982742
2459937.970216,-10.35522528965316,1.902377548915748
2459937.970992,-8.179927976609047,3.100628510490927
2459937.971767,-10.063486535835109,2.363660213088975
2459937.972543,-8.98145113909965,2.1026710805492534
2459937.973319,-7.63665324797147,3.2195691090210397
2459937.974869,-9.92002348713128,4.238536163117837
2459937.975645,-7.801428233729424,2.9585765822363967
2459937.97642,-12.085335030260769,2.3206615642388564
2459937.977196,-8.583455212915258,2.478261970928171
2459937.977971,-9.470725298389215,2.197825168761714
2459937.978747,-9.623743410969055,3.190997383476193
2459937.979522,-8.367305898708931,2.62307612558738
2459937.980298,-11.012657678764914,1.734653844718681
2459937.981074,-9.966524708555525,1.8177081646882103
2459937.981849,-8.97558021646072,2.624207963989639
2459937.982625,-11.527430651865789,2.0716681731333706
2459937.9834,-10.329275664848314,2.9881470214244823
2459937.984187,-7.061550963515129,2.9438824377398976
2459937.984963,-10.613880838782897,2.3295071610519367
2459937.985738,-10.889623205167286,3.158261881436521
2459937.986514,-11.567671867295237,1.9238923576443638
2459937.987289,-9.983247680778739,4.7064109811354875
2459937.988065,-7.066725047336075,4.315495070338203
2459937.98884,-7.406542220600776,3.133503427474926
2459937.989616,-10.172436435241128,2.839105026810535
2459937.990392,-8.775943127392383,3.023624531716804
2459937.991167,-8.016969108808446,2.7333578034844344
2459937.991943,-10.36133217199231,1.8067884190420527
2459937.992718,-6.699062122829336,2.6145742733166295
2459937.993494,-9.417906715977086,2.433291183499013
2459937.994269,-9.07452193905156,5.522807191340588
2459937.995045,-9.567052754730131,2.781807887264586
2459937.99582,-10.702957287637037,2.6317025886605925
2459937.996596,-9.951335241842552,2.2932932729851774
2459937.997371,-9.975551179371545,1.9031170642465232
2459937.998147,-9.01877822541497,1.428368905163872
2459937.998922,-10.54906251455623,3.3902461920317717
2459937.999698,-10.129621695390778,2.9756778800435644
2459938.000473,-9.667166127354854,4.472713444923818
2459938.001249,-7.720313458474792,2.0986397650323316
2459938.002024,-8.39988518656931,2.190944806687263
2459938.0028,-7.721769668607603,1.3335790375941583
2459938.003575,-10.076487904225884,2.3994900283571643
2459938.004351,-8.187910522796106,2.075298303897728
2459938.005127,-9.285250267426992,2.7422356303394153
2459938.005902,-8.848118957010097,2.085190448138156
2459938.006689,-9.293124171618206,3.063325768017627
2459938.007546,-7.993275842008374,2.4823315527246406
2459938.008333,-7.7280703842825815,2.2346692052360564
2459938.009108,-7.300637958722822,1.722694135863152
2459938.009884,-3.943082104404194,3.5278065896665884
2459938.010659,-4.861826463286034,2.948053141295116
2459938.011435,-7.040209493939686,2.0522059804746466
2459938.012211,-4.395085315150538,2.046890220511355
2459938.012986,-4.819399567019267,1.4469211008207468
2459938.013761,-5.766116483557959,2.7033550096601067
2459938.014537,-3.1566862126967132,1.3806637051430755
2459938.015313,-6.715243130275272,2.3865358676376607
2459938.016088,-4.564076142549167,2.491676729497936
2459938.016864,-6.3365043377213714,2.7720045888354186
2459938.017639,-5.534485116353682,3.2311781418462915
2459938.018415,-5.253609558070083,2.7399169141663697
2459938.01919,-4.606599907379216,3.3751124732596742
2459938.019966,-3.5625140358490626,1.2865399325097742
2459938.020741,10.804601008262749,3.3497636578672827
2459938.021517,-1.2898957847107262,2.784881554402645
2459938.022292,-4.159152533509958,2.0858857598493032
2459938.023068,-4.069799961559761,1.5333099509151353
2459938.023855,0.20868804180973477,5.399118160637158
2459938.02463,-2.008850973478138,2.292142671310753
2459938.025406,-1.5005174577417124,2.3245784219158883
2459938.026957,-1.5718901738823732,4.109284676583243
2459938.027733,-1.322488981510106,3.259530133833213
2459938.02852,0.3885990823904173,1.1432062631901394
2459938.029295,-0.9028927623726535,4.696563999817826
2459938.030071,0.18352483900496708,1.430366359200321
2459938.031622,-0.5453648101365616,2.1591245736914018
2459938.032397,1.2143161507829348,4.995302111252719
2459938.033173,0.8677741240346037,1.503132765127661
2459938.033948,-0.3573832200626237,1.719387142716187
2459938.034724,-0.019522265086502344,2.084462065851969
2459938.035499,4.417804862460795,2.3984646981401485
2459938.036275,2.060153212554816,2.5512640803111655
2459938.03705,0.5257745828206595,3.4709065574039917
2459938.037826,0.5384296848545134,4.2419780505289575
2459938.038602,1.3316635193250104,3.431710473340387
2459938.039377,-0.16568993524035402,2.4307675678873295
2459938.040153,2.9167373793226314,0.8460703106572521
2459938.040928,0.5780200311265027,2.96058055933582
2459938.041704,0.7499549942389105,2.1788213963261884
2459938.042479,4.227111110443049,2.923701115169275
2459938.043255,2.6629902049899457,2.530314171300084
2459938.04403,3.1355800547778756,1.8043150712649132
2459938.044806,2.5742223693689947,1.6974308609642954
2459938.045582,4.405564191152678,1.9174003675909113
2459938.046357,4.767067623264953,2.57128942551019
2459938.047132,7.583305316422706,3.9484916208904606
2459938.04792,3.6354105971896367,3.3809666890370087
2459938.048707,6.7338172921167505,3.201895493301872
2459938.049482,3.4829133734539663,3.3336567238860666
2459938.050258,4.2850181370710505,1.8367969139747793
2459938.051033,3.9388989091597715,4.67268799018619
2459938.05182,5.220553407109918,2.873632015987354
2459938.053371,6.669212890897169,1.1915929778393286
2459938.054147,9.817342339163648,3.1457667995927086
2459938.054922,6.85801424418786,3.7258788144119337
2459938.055698,10.65810557516178,2.2115685959744464
2459938.056474,6.117854666311873,4.350191590529658
2459938.057249,5.901499231812712,4.313677432876826
2459938.058025,8.027439098053701,4.957449277166621
2459938.918283,2.454917483900365,5.733941225717477
2459938.919058,4.402106757605662,8.439906537400594
2459938.919834,3.168457471406816,4.207113369799166
2459938.921384,7.860409299007554,6.131554032487113
2459938.92216,7.166277361366102,2.7740238857336057
2459938.922936,8.155462841029193,3.873835413559691
2459938.923711,8.46215777440884,3.834381258203224
2459938.924487,8.388963460775445,3.6616384664092823
2459938.925262,9.547058899661343,1.7371684471099953
2459938.926038,7.820518554713551,3.717775805699963
2459938.926813,8.302459326074096,4.412523233583144
2459938.927589,9.843479291382184,2.3766768128691735
2459938.928364,7.38082787253358,5.502924879652321
2459938.92914,9.644512314841647,3.4947134845324843
2459938.929915,9.029409102637498,2.7058602085980583
2459938.930703,8.287462841168214,4.615066736487262
2459938.931478,9.817242546695137,4.109746106083319
2459938.932265,11.575066714253346,5.5098702511267375
2459938.933041,6.7450101426669296,3.9436492857502694
2459938.933828,8.866234432238551,3.4058577225156164
2459938.934615,8.422064527496387,3.481250624260313
2459938.93539,8.1770037203166,3.5901182521631
2459938.936166,8.154078059286363,4.373456438031352
2459938.936941,7.579895746128162,6.329572170792542
2459938.937717,10.551620924768912,5.385870365413743
2459938.938492,8.244246426980961,5.274593685586381
2459938.939268,7.904273839404619,2.7307433682478464
2459938.940044,7.544827201100501,4.113591139413699
2459938.940819,10.106937659883908,2.4274756876933785
2459938.941595,6.981554750799868,3.7774550761498213
2459938.94237,9.648749846309146,3.1915782695785984
2459938.943145,9.626649605609439,4.4193393485001
2459938.943921,10.04044529948489,4.757261001977562
2459938.944697,9.735508754964206,3.364479562704824
2459938.945484,7.480527726852593,3.1491950250947602
2459938.946259,9.5103291384524,5.61640654074036
2459938.947035,7.872332032281326,5.443899870232267
2459938.94781,9.485511787733936,4.616340065049482
2459938.948586,7.037099439025196,4.693585203582763
2459938.949361,8.375087102298728,4.654701590883316
2459938.950137,7.900426584705356,4.244146674764322
2459938.950912,7.609664410221262,3.5056026698473963
2459938.951688,7.283181759267565,5.6738746849520485
2459938.952463,9.4977838218262,6.153650387866926
2459938.953239,7.954560510877506,4.366449852238946
2459938.954015,8.569886122522519,6.268576641917589
2459938.954802,5.77381378402908,4.859529943604571
2459938.955577,7.595390690749326,4.962377484973461
2459938.956353,7.522553257414577,5.64170371312516
